Date	SMS04000000500000001	SMS04000001000000001	SMS04000002000000001	SMS04000003000000001	SMS04000004000000001	SMS04000005000000001	SMS04000006000000001	SMS04000007000000001	SMS04000008000000001	SMS04000009000000001
Dec 2014	2188.8	13.3	124.6	157.1	497.5	44.3	392.4	291.8	88.1	410.8
Jan 2015	2195.3	12.7	126.1	156.6	498.4	44.4	392.1	295.6	88.3	410.4
Feb 2015	2201.0	12.8	126.4	156.9	500.1	45.8	392.6	295.2	88.3	410.1
Mar 2015	2202.3	12.7	125.8	156.8	501.3	44.6	392.2	296.0	88.2	410.1
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
Apr 2015	2206.5	12.5	126.3	156.9	502.0	44.6	393.1	296.6	88.1	409.3
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
May 2015	2212.5	12.6	126.9	157.3	503.4	44.9	394.1	296.6	88.2	404.2
Jun 2015	2217.1	12.7	126.7	157.7	505.1	44.9	394.0	297.9	88.3	407.7
Jul 2015	2229.7	12.7	127.4	158.8	507.6	44.9	397.2	300.0	88.3	406.3
Aug 2015	2235.9	12.7	127.9	159.0	509.4	44.7	399.0	300.6	88.1	408.9
Sep 2015	2240.2	12.5	127.9	158.6	510.9	44.9	400.4	300.9	88.5	409.6
Oct 2015	2257.3	12.0	127.7	159.4	513.0	46.4	404.9	302.7	89.5	407.4
Nov 2015	2268.3	11.9	131.1	160.1	514.3	46.6	408.7	304.3	88.8	409.4
Dec 2015	2273.7	12.0	130.1	160.3	513.2	46.9	412.6	304.4	89.5	407.9
Jan 2016	2279.9	11.7	131.8	161.7	512.3	48.1	411.6	303.2	89.5	403.2
Feb 2016	2281.4	11.6	132.5	159.6	513.1	47.5	411.5	303.3	89.5	407.5
Mar 2016	2283.5	11.7	134.0	159.4	513.3	47.7	406.8	305.2	89.4	408.4
Apr 2016	2288.4	11.6	133.9	157.5	516.2	48.2	409.5	304.7	89.0	408.6
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016		11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
May 2016	2286.0	11.7	134.6	159.0	517.0	47.9	406.2	305.0	88.1	404.4
Jun 2016	2299.8	11.9	137.5	160.2	518.7	48.0	408.6	304.3	88.3	400.3
Jul 2016	2300.9	11.5	138.4	159.5	519.0	47.1	409.8	307.0	87.0	403.6
